mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_gamma,param_learning_rate,param_max_depth,param_min_child_weight,param_n_estimators,param_reg_alpha,param_reg_lambda,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.029453372955322264,0.0012348113915707796,0.002613210678100586,6.954300095430545e-05,0.346282503542263,3.087458682616024,0.49999999999999994,12,1,50,0.25003393427044357,0.1,0.9247833758811416,"OrderedDict({'colsample_bytree': 0.346282503542263, 'gamma': 3.087458682616024, 'learning_rate': 0.49999999999999994, 'max_depth': 12, 'min_child_weight': 1, 'n_estimators': 50, 'reg_alpha': 0.25003393427044357, 'reg_lambda': 0.1, 'subsample': 0.9247833758811416})",0.72,0.7216494845360825,0.8076923076923077,0.7446808510638298,0.74,0.7468045286584439,0.031966833605677515,54
0.03509221076965332,0.0031616290225673824,0.0035590171813964845,0.00023091553153653716,0.77467606859617,7.79195309814387,0.001,2,1,50,0.00038326536355164504,0.1,0.9102958631827767,"OrderedDict({'colsample_bytree': 0.77467606859617, 'gamma': 7.79195309814387, 'learning_rate': 0.001, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 50, 'reg_alpha': 0.00038326536355164504, 'reg_lambda': 0.1, 'subsample': 0.9102958631827767})",0.746031746031746,0.746031746031746,0.746031746031746,0.736,0.7419354838709677,0.7432061443932412,0.003936881228527724,66
0.06691241264343262,0.004580907256818081,0.002696990966796875,0.00015932291891054007,0.580929030450549,0.49966181566043383,0.001,13,16,365,0.000990966132870186,0.1,0.5619393389246405,"OrderedDict({'colsample_bytree': 0.580929030450549, 'gamma': 0.49966181566043383, 'learning_rate': 0.001, 'max_depth': 13, 'min_child_weight': 16, 'n_estimators': 365, 'reg_alpha': 0.000990966132870186, 'reg_lambda': 0.1, 'subsample': 0.5619393389246405})",0.746031746031746,0.746031746031746,0.746031746031746,0.736,0.7419354838709677,0.7432061443932412,0.003936881228527724,66
0.6628124237060546,0.029255878260202112,0.0033942222595214843,0.0003298279073034132,0.8276035669605686,7.776696846194808,0.001,4,5,1000,0.007931289680146301,0.1,0.9746267044767882,"OrderedDict({'colsample_bytree': 0.8276035669605686, 'gamma': 7.776696846194808, 'learning_rate': 0.001, 'max_depth': 4, 'min_child_weight': 5, 'n_estimators': 1000, 'reg_alpha': 0.007931289680146301, 'reg_lambda': 0.1, 'subsample': 0.9746267044767882})",0.7777777777777778,0.7238095238095238,0.7142857142857143,0.7254901960784313,0.7592592592592593,0.7401244942421414,0.024215253398936622,114
0.021627092361450197,0.001532472376524251,0.0023794651031494142,8.828526343434014e-05,1.0,10.0,0.49999999999999994,12,1,50,1e-05,0.20866691055873535,0.9920019803538047,"OrderedDict({'colsample_bytree': 1.0, 'gamma': 10.0, 'learning_rate': 0.49999999999999994, 'max_depth': 12, 'min_child_weight': 1, 'n_estimators': 50, 'reg_alpha': 1e-05, 'reg_lambda': 0.20866691055873535, 'subsample': 0.9920019803538047})",0.6888888888888889,0.7551020408163265,0.7254901960784313,0.723404255319149,0.75,0.7285770762205591,0.023553999782755047,136
0.013072824478149414,0.0006221640079397495,0.003680562973022461,0.0004431624757214956,0.7327375584101483,0.7182491013707416,0.04158680511194272,11,20,50,10.0,0.1,0.519251327402608,"OrderedDict({'colsample_bytree': 0.7327375584101483, 'gamma': 0.7182491013707416, 'learning_rate': 0.04158680511194272, 'max_depth': 11, 'min_child_weight': 20, 'n_estimators': 50, 'reg_alpha': 10.0, 'reg_lambda': 0.1, 'subsample': 0.519251327402608})",0.746031746031746,0.746031746031746,0.746031746031746,0.736,0.7419354838709677,0.7432061443932412,0.003936881228527724,66
0.03031296730041504,0.003674620477605181,0.004530715942382813,0.0006072676203217108,0.6934477163396284,0.2228283633092906,0.001,3,13,50,1e-05,1.1582215349896043,0.9222522355401777,"OrderedDict({'colsample_bytree': 0.6934477163396284, 'gamma': 0.2228283633092906, 'learning_rate': 0.001, 'max_depth': 3, 'min_child_weight': 13, 'n_estimators': 50, 'reg_alpha': 1e-05, 'reg_lambda': 1.1582215349896043, 'subsample': 0.9222522355401777})",0.746031746031746,0.746031746031746,0.746031746031746,0.736,0.7419354838709677,0.7432061443932412,0.003936881228527724,66
0.2044726848602295,0.009257290487310594,0.002956724166870117,0.0002118726311960315,0.5978107120669356,9.264702064070775,0.014669819616934855,9,3,1000,2.045692838830191e-05,0.1,0.7475859024795013,"OrderedDict({'colsample_bytree': 0.5978107120669356, 'gamma': 9.264702064070775, 'learning_rate': 0.014669819616934855, 'max_depth': 9, 'min_child_weight': 3, 'n_estimators': 1000, 'reg_alpha': 2.045692838830191e-05, 'reg_lambda': 0.1, 'subsample': 0.7475859024795013})",0.7551020408163265,0.7070707070707071,0.7289719626168224,0.7216494845360825,0.7592592592592593,0.7344106908598395,0.019927298762508535,129
0.11603918075561523,0.0034430435000072554,0.002730560302734375,9.292899285199554e-05,0.8279248424896068,7.596525802887425,0.0844607874787503,12,18,1000,0.12336861650669981,0.1,0.7430771038306146,"OrderedDict({'colsample_bytree': 0.8279248424896068, 'gamma': 7.596525802887425, 'learning_rate': 0.0844607874787503, 'max_depth': 12, 'min_child_weight': 18, 'n_estimators': 1000, 'reg_alpha': 0.12336861650669981, 'reg_lambda': 0.1, 'subsample': 0.7430771038306146})",0.717391304347826,0.6938775510204082,0.7222222222222222,0.7010309278350515,0.7592592592592593,0.7187562529369534,0.02274865494002916,146
0.031358528137207034,0.0011501449296302505,0.0024273872375488283,6.739640752031231e-05,0.3,6.773496934318062,0.008286044561198466,15,1,50,0.0010040220118307179,0.1,0.6357127962749827,"OrderedDict({'colsample_bytree': 0.3, 'gamma': 6.773496934318062, 'learning_rate': 0.008286044561198466, 'max_depth': 15, 'min_child_weight': 1, 'n_estimators': 50, 'reg_alpha': 0.0010040220118307179, 'reg_lambda': 0.1, 'subsample': 0.6357127962749827})",0.746031746031746,0.7479674796747967,0.746031746031746,0.7258064516129032,0.7419354838709677,0.741554581444432,0.008116205382394402,107
0.02109980583190918,0.0017814979241048386,0.0030838966369628905,0.000281324564244692,0.3,4.383303752725954,0.001,2,1,50,0.15395019327822,0.1,1.0,"OrderedDict({'colsample_bytree': 0.3, 'gamma': 4.383303752725954, 'learning_rate': 0.001, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 50, 'reg_alpha': 0.15395019327822, 'reg_lambda': 0.1, 'subsample': 1.0})",0.746031746031746,0.746031746031746,0.746031746031746,0.736,0.7419354838709677,0.7432061443932412,0.003936881228527724,66
0.10969491004943847,0.0012461070912062092,0.0026957035064697266,0.00012265940545469473,0.37638436973769623,2.4694135303826275,0.001,2,7,578,1e-05,0.1,0.6005550146778694,"OrderedDict({'colsample_bytree': 0.37638436973769623, 'gamma': 2.4694135303826275, 'learning_rate': 0.001, 'max_depth': 2, 'min_child_weight': 7, 'n_estimators': 578, 'reg_alpha': 1e-05, 'reg_lambda': 0.1, 'subsample': 0.6005550146778694})",0.752,0.752,0.746031746031746,0.7258064516129032,0.7419354838709677,0.7435547363031235,0.009658199862286967,64
0.1473005771636963,0.0049658515628436635,0.0028010845184326173,0.00027810995736175315,0.3228127036352502,3.3505542038574037,0.0012798413817526587,7,17,984,2.5415513938259524e-05,8.417097029324765,0.7199697279135484,"OrderedDict({'colsample_bytree': 0.3228127036352502, 'gamma': 3.3505542038574037, 'learning_rate': 0.0012798413817526587, 'max_depth': 7, 'min_child_weight': 17, 'n_estimators': 984, 'reg_alpha': 2.5415513938259524e-05, 'reg_lambda': 8.417097029324765, 'subsample': 0.7199697279135484})",0.7479674796747967,0.7479674796747967,0.7580645161290323,0.7213114754098361,0.7288135593220338,0.740824902042099,0.013596200183993941,111
0.3073359489440918,0.026121035482694524,0.0058024883270263675,0.00142375959255264,0.5561492773454002,2.4298698775483842,0.001,2,2,1000,10.0,10.0,0.5689681399912679,"OrderedDict({'colsample_bytree': 0.5561492773454002, 'gamma': 2.4298698775483842, 'learning_rate': 0.001, 'max_depth': 2, 'min_child_weight': 2, 'n_estimators': 1000, 'reg_alpha': 10.0, 'reg_lambda': 10.0, 'subsample': 0.5689681399912679})",0.746031746031746,0.746031746031746,0.746031746031746,0.736,0.7419354838709677,0.7432061443932412,0.003936881228527724,66
0.01649298667907715,0.0018234347735741083,0.002653360366821289,0.00025038718723201947,0.3,7.8966683796824,0.001,12,5,50,3.209991486318068,10.0,0.8893692488212139,"OrderedDict({'colsample_bytree': 0.3, 'gamma': 7.8966683796824, 'learning_rate': 0.001, 'max_depth': 12, 'min_child_weight': 5, 'n_estimators': 50, 'reg_alpha': 3.209991486318068, 'reg_lambda': 10.0, 'subsample': 0.8893692488212139})",0.746031746031746,0.746031746031746,0.746031746031746,0.736,0.7419354838709677,0.7432061443932412,0.003936881228527724,66
0.02133498191833496,0.0010511621330261366,0.003484630584716797,0.0003109293684727505,1.0,0.0,0.001,2,8,50,9.375550206757085e-05,0.1,0.5,"OrderedDict({'colsample_bytree': 1.0, 'gamma': 0.0, 'learning_rate': 0.001, 'max_depth': 2, 'min_child_weight': 8, 'n_estimators': 50, 'reg_alpha': 9.375550206757085e-05, 'reg_lambda': 0.1, 'subsample': 0.5})",0.746031746031746,0.746031746031746,0.746031746031746,0.736,0.7419354838709677,0.7432061443932412,0.003936881228527724,66
0.09284534454345703,0.0019433618723468991,0.003019571304321289,0.0004543277818872446,0.9904000608391479,5.4517433606891705,0.0010284499079451254,13,6,164,0.10856384409885357,9.082182689346054,0.7260419756064191,"OrderedDict({'colsample_bytree': 0.9904000608391479, 'gamma': 5.4517433606891705, 'learning_rate': 0.0010284499079451254, 'max_depth': 13, 'min_child_weight': 6, 'n_estimators': 164, 'reg_alpha': 0.10856384409885357, 'reg_lambda': 9.082182689346054, 'subsample': 0.7260419756064191})",0.746031746031746,0.746031746031746,0.746031746031746,0.736,0.7419354838709677,0.7432061443932412,0.003936881228527724,66
0.16250295639038087,0.0022166367421668767,0.0027568817138671877,9.865591408191175e-05,0.34412978784261655,5.734933176088405,0.0010269194377283913,9,17,984,0.6212494773288172,0.9411622177700014,0.8176776791673155,"OrderedDict({'colsample_bytree': 0.34412978784261655, 'gamma': 5.734933176088405, 'learning_rate': 0.0010269194377283913, 'max_depth': 9, 'min_child_weight': 17, 'n_estimators': 984, 'reg_alpha': 0.6212494773288172, 'reg_lambda': 0.9411622177700014, 'subsample': 0.8176776791673155})",0.7540983606557377,0.75,0.7563025210084033,0.7350427350427351,0.7288135593220338,0.744851435205782,0.010923046988156387,61
0.3538204193115234,0.003578671581809204,0.003077125549316406,0.0001302547359733278,0.9806804346420634,2.2445278271610762,0.001047458704106587,13,13,978,0.0001549995413676319,0.3346128001163641,0.7060170464196758,"OrderedDict({'colsample_bytree': 0.9806804346420634, 'gamma': 2.2445278271610762, 'learning_rate': 0.001047458704106587, 'max_depth': 13, 'min_child_weight': 13, 'n_estimators': 978, 'reg_alpha': 0.0001549995413676319, 'reg_lambda': 0.3346128001163641, 'subsample': 0.7060170464196758})",0.7678571428571429,0.7678571428571429,0.7256637168141593,0.7339449541284404,0.7413793103448276,0.7473404534003427,0.017474121602141752,53
0.019320344924926756,0.000635287706745095,0.002969646453857422,5.648550261536261e-05,0.3,2.653496450647003,0.037804283543284446,2,1,50,1e-05,0.1,0.5,"OrderedDict({'colsample_bytree': 0.3, 'gamma': 2.653496450647003, 'learning_rate': 0.037804283543284446, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 50, 'reg_alpha': 1e-05, 'reg_lambda': 0.1, 'subsample': 0.5})",0.7547169811320755,0.7238095238095238,0.7407407407407407,0.7272727272727273,0.7857142857142857,0.7464508517338706,0.022463221936049403,56
0.46666789054870605,0.006625613237864934,0.0029136180877685548,0.00013916544540814975,1.0,0.0,0.001,2,1,1000,1.4913302400320478,0.8998732857330851,0.5,"OrderedDict({'colsample_bytree': 1.0, 'gamma': 0.0, 'learning_rate': 0.001, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 1000, 'reg_alpha': 1.4913302400320478, 'reg_lambda': 0.8998732857330851, 'subsample': 0.5})",0.7758620689655172,0.7387387387387387,0.6956521739130435,0.7567567567567568,0.7413793103448276,0.7416778097437767,0.026544395323482198,106
0.011992692947387695,0.00039638199826494094,0.0025825977325439455,6.050655826213117e-05,0.6893261488195677,0.0,0.04300060361805644,2,20,50,1e-05,0.1,0.5,"OrderedDict({'colsample_bytree': 0.6893261488195677, 'gamma': 0.0, 'learning_rate': 0.04300060361805644, 'max_depth': 2, 'min_child_weight': 20, 'n_estimators': 50, 'reg_alpha': 1e-05, 'reg_lambda': 0.1, 'subsample': 0.5})",0.746031746031746,0.746031746031746,0.746031746031746,0.736,0.7419354838709677,0.7432061443932412,0.003936881228527724,66
0.12055535316467285,0.0037638317063976396,0.002708768844604492,0.00030740388709793345,1.0,0.0,0.21034082406121565,14,1,50,1e-05,0.1,0.5665144426424539,"OrderedDict({'colsample_bytree': 1.0, 'gamma': 0.0, 'learning_rate': 0.21034082406121565, 'max_depth': 14, 'min_child_weight': 1, 'n_estimators': 50, 'reg_alpha': 1e-05, 'reg_lambda': 0.1, 'subsample': 0.5665144426424539})",0.7252747252747253,0.7526881720430108,0.72,0.7659574468085106,0.7766990291262136,0.748123874650492,0.022219111199445633,48
0.058767509460449216,0.002866112705305871,0.0034818172454833983,0.0005988233994744258,0.8902894142192337,10.0,0.001,7,3,50,1.1232983062884376,0.4832251008775343,0.9432251222792164,"OrderedDict({'colsample_bytree': 0.8902894142192337, 'gamma': 10.0, 'learning_rate': 0.001, 'max_depth': 7, 'min_child_weight': 3, 'n_estimators': 50, 'reg_alpha': 1.1232983062884376, 'reg_lambda': 0.4832251008775343, 'subsample': 0.9432251222792164})",0.746031746031746,0.746031746031746,0.746031746031746,0.736,0.7419354838709677,0.7432061443932412,0.003936881228527724,66
0.1419276237487793,0.001976405445631565,0.002782440185546875,9.349311517353692e-05,0.8138764564223409,0.0,0.49999999999999994,11,9,1000,7.638354402507938e-05,0.1,0.5888162391149837,"OrderedDict({'colsample_bytree': 0.8138764564223409, 'gamma': 0.0, 'learning_rate': 0.49999999999999994, 'max_depth': 11, 'min_child_weight': 9, 'n_estimators': 1000, 'reg_alpha': 7.638354402507938e-05, 'reg_lambda': 0.1, 'subsample': 0.5888162391149837})",0.6987951807228916,0.6526315789473685,0.7663551401869159,0.625,0.7254901960784313,0.6936544191871215,0.05044133552670498,150
1.547782802581787,0.02038126371070041,0.004482650756835937,0.0002508394879734843,0.9950330098010094,0.37060630918007603,0.0067736628020599035,10,2,913,0.060667921928141154,0.10066396515045091,0.6842549659154097,"OrderedDict({'colsample_bytree': 0.9950330098010094, 'gamma': 0.37060630918007603, 'learning_rate': 0.0067736628020599035, 'max_depth': 10, 'min_child_weight': 2, 'n_estimators': 913, 'reg_alpha': 0.060667921928141154, 'reg_lambda': 0.10066396515045091, 'subsample': 0.6842549659154097})",0.7628865979381443,0.7526881720430108,0.7722772277227723,0.7111111111111111,0.7647058823529411,0.752733798233596,0.021729270311012707,25
0.2766575813293457,0.012164850768879881,0.003462553024291992,0.0002767555225632556,0.3911024277864201,0.3260037703179753,0.00909236502394342,12,7,519,1.3013938314613036e-05,0.10059773219671436,0.9733757949992113,"OrderedDict({'colsample_bytree': 0.3911024277864201, 'gamma': 0.3260037703179753, 'learning_rate': 0.00909236502394342, 'max_depth': 12, 'min_child_weight': 7, 'n_estimators': 519, 'reg_alpha': 1.3013938314613036e-05, 'reg_lambda': 0.10059773219671436, 'subsample': 0.9733757949992113})",0.7446808510638298,0.7311827956989247,0.7961165048543689,0.7333333333333333,0.7358490566037735,0.7482325083108461,0.024378348531110313,47
0.3408851146697998,0.008680738765119407,0.00404047966003418,0.0001615089056122887,0.3,0.0,0.003085406435164265,15,9,1000,0.000333260937406177,0.1,0.8973208350914261,"OrderedDict({'colsample_bytree': 0.3, 'gamma': 0.0, 'learning_rate': 0.003085406435164265, 'max_depth': 15, 'min_child_weight': 9, 'n_estimators': 1000, 'reg_alpha': 0.000333260937406177, 'reg_lambda': 0.1, 'subsample': 0.8973208350914261})",0.7422680412371134,0.7291666666666666,0.7289719626168224,0.7446808510638298,0.7547169811320755,0.7399609005433015,0.009824611821086614,117
0.01386404037475586,0.0006566162981005609,0.0033775806427001954,0.00021441811952028415,1.0,0.0,0.0038238809249297677,2,20,50,0.0669008606866208,0.1,0.5,"OrderedDict({'colsample_bytree': 1.0, 'gamma': 0.0, 'learning_rate': 0.0038238809249297677, 'max_depth': 2, 'min_child_weight': 20, 'n_estimators': 50, 'reg_alpha': 0.0669008606866208, 'reg_lambda': 0.1, 'subsample': 0.5})",0.746031746031746,0.746031746031746,0.746031746031746,0.736,0.7419354838709677,0.7432061443932412,0.003936881228527724,66
1.669518232345581,0.015391229857378053,0.004807853698730468,8.842129655596945e-05,0.7654066382898486,0.0,0.013744686464452694,13,1,1000,1.244259769082166,0.1,0.707900232159496,"OrderedDict({'colsample_bytree': 0.7654066382898486, 'gamma': 0.0, 'learning_rate': 0.013744686464452694, 'max_depth': 13, 'min_child_weight': 1, 'n_estimators': 1000, 'reg_alpha': 1.244259769082166, 'reg_lambda': 0.1, 'subsample': 0.707900232159496})",0.7551020408163265,0.7368421052631579,0.7722772277227723,0.7252747252747253,0.7692307692307693,0.7517453736615503,0.01822836217966266,31
0.055521154403686525,0.0023181482932167637,0.002613735198974609,0.0002298623381979516,1.0,10.0,0.04681315110670204,6,1,50,1e-05,0.1,0.7149631385617677,"OrderedDict({'colsample_bytree': 1.0, 'gamma': 10.0, 'learning_rate': 0.04681315110670204, 'max_depth': 6, 'min_child_weight': 1, 'n_estimators': 50, 'reg_alpha': 1e-05, 'reg_lambda': 0.1, 'subsample': 0.7149631385617677})",0.8076923076923077,0.7238095238095238,0.7358490566037735,0.7238095238095238,0.7407407407407407,0.746380230531174,0.031371177469224416,57
0.02230668067932129,0.002522665572270414,0.0030729293823242186,0.0004048093994526456,0.5360393512854846,1.4292724597792918,0.49049300610880175,3,17,88,0.0009410352038931036,4.234388390782262,0.6047510916996411,"OrderedDict({'colsample_bytree': 0.5360393512854846, 'gamma': 1.4292724597792918, 'learning_rate': 0.49049300610880175, 'max_depth': 3, 'min_child_weight': 17, 'n_estimators': 88, 'reg_alpha': 0.0009410352038931036, 'reg_lambda': 4.234388390782262, 'subsample': 0.6047510916996411})",0.6888888888888889,0.7676767676767676,0.7326732673267327,0.6818181818181818,0.76,0.726211421142114,0.035402060934508074,139
0.5626759052276611,0.011143826730861265,0.004005908966064453,0.000250637331417063,0.5453613761073087,0.2585794324933633,0.008399701484391182,12,6,982,1.0450748326149,4.702988815032532,0.8546445297992835,"OrderedDict({'colsample_bytree': 0.5453613761073087, 'gamma': 0.2585794324933633, 'learning_rate': 0.008399701484391182, 'max_depth': 12, 'min_child_weight': 6, 'n_estimators': 982, 'reg_alpha': 1.0450748326149, 'reg_lambda': 4.702988815032532, 'subsample': 0.8546445297992835})",0.7526881720430108,0.7391304347826086,0.7647058823529411,0.7391304347826086,0.75,0.7491309847922338,0.009549955011255008,41
0.13510122299194335,0.005016529543757985,0.0033233165740966797,0.00039085417200562106,0.816093714986573,0.0,0.015741859149957828,5,1,50,1.650042432449166e-05,0.1,0.8283038529707074,"OrderedDict({'colsample_bytree': 0.816093714986573, 'gamma': 0.0, 'learning_rate': 0.015741859149957828, 'max_depth': 5, 'min_child_weight': 1, 'n_estimators': 50, 'reg_alpha': 1.650042432449166e-05, 'reg_lambda': 0.1, 'subsample': 0.8283038529707074})",0.75,0.7339449541284404,0.7339449541284404,0.7184466019417476,0.7522935779816514,0.7377260176360559,0.01235437743882032,123
0.13015098571777345,0.005623549177936676,0.0028939247131347656,0.00020536585350381235,0.9815511737258933,1.5020315870757819,0.002747122358327707,13,2,53,0.0010575734881024975,8.481260559063816,0.8374765916688482,"OrderedDict({'colsample_bytree': 0.9815511737258933, 'gamma': 1.5020315870757819, 'learning_rate': 0.002747122358327707, 'max_depth': 13, 'min_child_weight': 2, 'n_estimators': 53, 'reg_alpha': 0.0010575734881024975, 'reg_lambda': 8.481260559063816, 'subsample': 0.8374765916688482})",0.746031746031746,0.746031746031746,0.746031746031746,0.736,0.7419354838709677,0.7432061443932412,0.003936881228527724,66
0.02704024314880371,0.0026780220497668516,0.0038024425506591798,0.0005381698030899457,0.490458471754432,9.020551680316009,0.0020773392816294273,14,13,94,0.00029759059666561836,0.11860315962357125,0.589764406135419,"OrderedDict({'colsample_bytree': 0.490458471754432, 'gamma': 9.020551680316009, 'learning_rate': 0.0020773392816294273, 'max_depth': 14, 'min_child_weight': 13, 'n_estimators': 94, 'reg_alpha': 0.00029759059666561836, 'reg_lambda': 0.11860315962357125, 'subsample': 0.589764406135419})",0.746031746031746,0.746031746031746,0.746031746031746,0.736,0.7419354838709677,0.7432061443932412,0.003936881228527724,66
